FIPS,City,Year,Population,Primary Point
1924060,Edgewood,July 01 1995,854,POINT (-91.401691 42.644231)
1967125,Rinard,July 01 2003,67,POINT (-94.4849296 42.3396126)
1948495,Magnolia,July 01 2002,196,POINT (-95.8741284 41.6921843)
1953850,Moorhead,April 01 2000,232,POINT (-95.850715 41.9243406)
1940395,Kelley,July 01 1992,240,POINT (-93.6654994 41.9508068)
1975810,Stratford,July 01 2008,686,POINT (-93.9272412 42.2691235)
1939000,Irwin,July 01 2004,366,POINT (-95.2067933 41.7901573)
1923475,Early,April 01 2000,605,POINT (-95.1523842 42.4614169)
1950520,Maxwell,July 01 2003,807,POINT (-93.3959877 41.8913844)
1972660,Sherrill,July 01 1991,158,POINT (-90.7841885 42.6043231)
1986565,Winthrop,July 01 2006,762,POINT (-91.7380251 42.4702444)
1910090,Calumet,July 01 2005,157,POINT (-95.5515151 42.9449608)
1957630,Northwood,July 01 2008,1992,POINT (-93.2166459 43.444054)
1917850,Cumming,July 01 2004,225,POINT (-93.759951 41.4875287)
1914025,Clear Lake,April 01 2000,8161,POINT (-93.3739922 43.1346536)
1944130,Ledyard,July 01 1998,153,POINT (-94.1585893 43.4205973)
1912000,Cedar Rapids,July 01 2019,133562,POINT (-91.6781641 41.966733)
1974910,Stanhope,July 01 1999,411,POINT (-93.7960023 42.2889306)
1932070,Grand River,July 01 1991,168,POINT (-93.9633868 40.8189407)
1939000,Irwin,July 01 1998,378,POINT (-95.2067933 41.7901573)
1956460,New Sharon,July 01 2006,1292,POINT (-92.6509239 41.4701036)
1951375,Merrill,July 01 2015,738,POINT (-96.2524909 42.7205507)
1912720,Chariton,July 01 2013,4215,POINT (-93.3094486 41.0175751)
1910135,Camanche,July 01 2009,4268,POINT (-90.2766777 41.7927587)
1964560,Prescott,July 01 1994,262,POINT (-94.6129796 41.0238035)
1966360,Rembrandt,July 01 2004,217,POINT (-95.1656104 42.8257187)
1931800,Graettinger,April 01 2000,900,POINT (-94.7504243 43.2370707)
1959970,Ossian,July 01 2015,818,POINT (-91.7648546 43.1467277)
1982650,Waucoma,July 01 2011,264,POINT (-92.0341066 43.0554679)
1974775,St. Olaf,April 01 2000,136,POINT (-91.4457379 42.0529659)
1987375,Yetter,July 01 1996,46,POINT (-94.8431642 42.3161325)
1968565,Rome,July 01 2012,115,POINT (-91.6818867 40.9821661)
1942645,Lakeside,July 01 2005,486,POINT (-95.1771496 42.6178106)
1960465,Ottumwa,April 01 2000,24998,POINT (-92.4186136 41.0195769)
1964650,Primghar,July 01 1997,927,POINT (-95.6209034 43.0863786)
1900910,Albia,April 01 2010,3766,POINT (-92.803847 41.0271155)
1984945,Wheatland,July 01 2002,767,POINT (-90.8378722 41.8328916)
1922935,Durango,July 01 2015,24,POINT (-90.7743258 42.5610615)
1907930,Braddyville,July 01 2008,163,POINT (-95.0311862 40.5806312)
1962625,Peterson,July 01 2014,322,POINT (-95.3430601 42.9176513)
1935220,Haverhill,July 01 2003,168,POINT (-92.9607403 41.9441206)
1947370,Lu Verne,July 01 2003,289,POINT (-94.0836262 42.9092283)
1956280,New Liberty,July 01 2018,144,POINT (-90.8779898 41.7159641)
1911035,Carpenter,July 01 2018,107,POINT (-93.0172679 43.414988)
1913575,Clarinda,July 01 2002,5570,POINT (-95.0340039 40.7380114)
1948810,Manchester,July 01 2012,5125,POINT (-91.4556248 42.4853639)
1965910,Readlyn,July 01 2001,781,POINT (-92.225022 42.7037692)
1901000,Alburnett,July 01 2008,547,POINT (-91.6209167 42.1493012)
1973425,Sioux Rapids,July 01 2017,765,POINT (-95.1487935 42.891608)
1982875,Waverly,July 01 1997,9126,POINT (-92.470638 42.7249871)
1953850,Moorhead,July 01 1998,272,POINT (-95.850715 41.9243406)
1941655,Klemme,July 01 1995,551,POINT (-93.6013217 43.0097729)
1914880,Coburg,July 01 2016,40,POINT (-95.2655524 40.9187888)
1966450,Renwick,July 01 1995,270,POINT (-93.9813336 42.8269157)
1966135,Red Oak,July 01 2014,5551,POINT (-95.2248247 41.0141481)
1965055,Pulaski,July 01 2007,265,POINT (-92.2737906 40.6928807)
1945165,Lime Springs,April 01 1990,438,POINT (-92.2840819 43.4498475)
1958060,Oakland,July 01 1998,1510,
1977745,Thompson,July 01 1998,489,POINT (-93.7746954 43.3697498)
1934545,Harper,July 01 1995,153,POINT (-92.0509513 41.3636709)
1906895,Blanchard,April 01 1990,67,POINT (-95.2214595 40.5807827)
1913980,Clearfield,July 01 2013,351,POINT (-94.4825546 40.8025441)
1903295,Ashton,July 01 2007,423,POINT (-95.7924931 43.308844)
1957135,North Buena Vista,July 01 1999,158,POINT (-90.9585058 42.677621)
1941565,Kirkville,July 01 1997,176,POINT (-92.503587 41.1422489)
1931350,Glenwood,July 01 1991,5340,POINT (-95.7407754 41.0445208)
1933870,Hamilton,July 01 2007,140,POINT (-92.9040865 41.1702528)
1982335,Washington,July 01 1995,7245,POINT (-91.6928008 41.2982237)
1959250,Onslow,July 01 1999,210,POINT (-91.0152515 42.1073153)
1903970,Avoca,July 01 2004,1556,POINT (-95.3373168 41.4828711)
1961050,Palmer,July 01 1997,210,POINT (-94.5984729 42.6298621)
1969645,Sac City,July 01 2002,2257,POINT (-94.9979112 42.4216962)
1953625,Monticello,July 01 2006,3689,POINT (-91.1836421 42.2303515)
1926400,Fairfax,July 01 2014,2442,POINT (-91.7758659 41.9227519)
1916230,Coralville,July 01 2007,18347,POINT (-91.5968051 41.6989902)
1977970,Thurman,July 01 2002,225,POINT (-95.7488095 40.8202236)
1901675,Alvord,July 01 2019,201,POINT (-96.3025937 43.3417889)
1922800,Dundee,July 01 2008,168,POINT (-91.5461458 42.5798507)
1962445,Persia,July 01 2011,315,POINT (-95.5704116 41.5785892)
1916815,Coulter,April 01 2000,262,POINT (-93.3700471 42.73312)
1910765,Carlisle,July 01 1999,3570,POINT (-93.4877345 41.511846)
1940170,Kalona,July 01 1992,2090,POINT (-91.7018231 41.4873802)
1976035,Sully,April 01 1990,841,POINT (-92.8468343 41.5780013)
1977115,Tama,July 01 2006,2587,POINT (-92.5739874 41.9636382)
1982020,Wall Lake,July 01 2004,765,POINT (-95.0927786 42.267186)
1904825,Batavia,July 01 2013,526,POINT (-92.1673927 40.9951023)
1984090,Westfield,July 01 2017,131,POINT (-96.6055187 42.7561653)
1908155,Brandon,July 01 1998,344,POINT (-92.0032219 42.3150339)
1917670,Crystal Lake,July 01 2018,234,POINT (-93.792707 43.2229779)
1968160,Rock Rapids,July 01 1999,2773,POINT (-96.1657284 43.4258915)
1902305,Ankeny,July 01 2009,42648,POINT (-93.603264 41.727907)
1966540,Rhodes,July 01 1995,271,POINT (-93.1836907 41.9278263)
1946335,Lone Tree,July 01 2014,1396,POINT (-91.4262099 41.4866558)
1962985,Pioneer,July 01 1996,45,POINT (-94.3908921 42.6535255)
1914250,Clermont,July 01 1992,736,POINT (-91.6523116 43.0001627)
1910585,Carbon,July 01 2005,23,POINT (-94.8240034 41.0496609)
1980535,Varina,July 01 2008,77,POINT (-94.8976674 42.6581176)
1964560,Prescott,July 01 2006,252,POINT (-94.6129796 41.0238035)
1955110,Muscatine,April 01 2000,22697,POINT (-91.0680884 41.4194742)
1949620,Marquette,July 01 2008,435,POINT (-91.1905647 43.0446015)
1926760,Farley,July 01 1994,1381,POINT (-91.0091147 42.4437548)
1955065,Murray,July 01 2013,741,POINT (-93.9488848 41.0413552)
1953760,Montrose,July 01 1997,1009,POINT (-91.4165412 40.526117)
1940440,Kellogg,July 01 2019,588,POINT (-92.9070787 41.7180274)
1931035,Gladbrook,April 01 2010,945,POINT (-92.7150959 42.1860667)
1971895,Shambaugh,July 01 2018,179,POINT (-95.0352465 40.6574753)
1979995,Ute,July 01 1998,379,POINT (-95.7058299 42.0499538)
1981345,Volga,July 01 1997,301,POINT (-91.5422736 42.8026667)
1904510,Bankston,July 01 2018,27,POINT (-90.9613258 42.5075801)
1926850,Farmersburg,July 01 1994,286,POINT (-91.3670694 42.9588667)
1979500,Underwood,July 01 2004,751,POINT (-95.6820111 41.3807698)
1951420,Meservey,April 01 2010,256,POINT (-93.4733851 42.9156435)
1978600,Toronto,July 01 2007,130,POINT (-90.8627574 41.9028894)
1953265,Monmouth,July 01 1998,171,POINT (-90.8821601 42.0751031)
1905680,Belmond,July 01 2005,2397,POINT (-93.6084501 42.8465738)
1930000,Garrison,April 01 2010,371,POINT (-92.1431601 42.1440125)
1957720,Norway,July 01 1995,604,POINT (-91.9226667 41.9022211)
1944535,Leon,July 01 2017,1847,POINT (-93.7545236 40.7407471)
1906895,Blanchard,July 01 2007,63,POINT (-95.2214595 40.5807827)
1929955,Garner,July 01 1991,2999,POINT (-93.6032978 43.0995359)
1917265,Creston,July 01 1999,7615,POINT (-94.3650388 41.0597298)
1940935,Keosauqua,July 01 2005,1053,POINT (-91.9605345 40.7346892)
1976890,Swisher,July 01 1999,720,POINT (-91.6938947 41.8441956)
1983550,West Bend,July 01 2014,759,POINT (-94.4456756 42.9599409)
1924690,Elkader,July 01 2004,1399,POINT (-91.4023462 42.8571273)
1966540,Rhodes,April 01 1990,272,POINT (-93.1836907 41.9278263)
1922755,Duncombe,July 01 1994,458,POINT (-93.9962117 42.4694866)
1904780,Bassett,July 01 2017,65,POINT (-92.5157252 43.0620062)
1987375,Yetter,July 01 2003,33,POINT (-94.8431642 42.3161325)
1912765,Charles City,April 01 2000,7812,POINT (-92.6745202 43.0643521)
1921720,Donahue,April 01 2010,346,POINT (-90.6746301 41.6915346)
1936885,Holy Cross,July 01 2003,339,POINT (-90.996183 42.6010877)
1952410,Millville,July 01 2008,21,
1981615,Wahpeton,July 01 1999,498,POINT (-95.1744377 43.3741639)
1943725,Laurens,April 01 1990,1550,POINT (-94.8482953 42.8477467)
1906040,Berkley,July 01 2011,32,POINT (-94.113648 41.9464164)
1916140,Coppock,July 01 2016,46,POINT (-91.7150539 41.163535)
1946830,Lovilia,July 01 2005,546,POINT (-92.9081459 41.1349356)
1934545,Harper,July 01 2009,113,POINT (-92.0509513 41.3636709)
1931350,Glenwood,July 01 1995,5415,POINT (-95.7407754 41.0445208)
1964200,Portsmouth,July 01 2017,182,POINT (-95.5193136 41.6504163)
1961860,Patterson,July 01 1993,132,POINT (-93.8771716 41.3484882)
1950205,Masonville,July 01 2015,124,POINT (-91.5915017 42.4798479)
1910585,Carbon,July 01 2007,23,POINT (-94.8240034 41.0496609)
1902755,Arion,July 01 2005,116,POINT (-95.4623218 41.9481606)
1964110,Popejoy,July 01 1991,92,POINT (-93.4278229 42.5938807)
1971625,Sergeant Bluff,July 01 2011,4342,POINT (-96.3555039 42.4003181)
1906850,Blakesburg,July 01 1994,297,POINT (-92.6348019 40.9619732)
1903340,Aspinwall,July 01 2012,40,POINT (-95.1349612 41.9105489)
1946515,Lorimor,July 01 2002,422,POINT (-94.0570493 41.1266756)
1960825,Pacific Junction,July 01 2009,507,POINT (-95.7995623 41.0179888)
1925725,Epworth,July 01 1999,1427,POINT (-90.9309156 42.4474634)
1968025,Rock Falls,July 01 1996,131,POINT (-93.0871547 43.2069876)
1912855,Charlotte,July 01 1998,327,POINT (-90.4682057 41.9621301)
1969330,Ruthven,July 01 1997,659,POINT (-94.8984503 43.1300915)
1969195,Rudd,July 01 2001,424,POINT (-92.9045921 43.1275228)
1933465,Guttenberg,July 01 2002,1951,POINT (-91.1059046 42.7887133)
1906175,Bertram,July 01 2008,282,POINT (-91.5376397 41.9511334)
1917985,Cylinder,July 01 1996,104,POINT (-94.5511492 43.089664)
1957720,Norway,July 01 1993,594,POINT (-91.9226667 41.9022211)
1953310,Monona,July 01 2004,1460,POINT (-91.3912037 43.0512734)
1977745,Thompson,July 01 2005,557,POINT (-93.7746954 43.3697498)
1933285,Guernsey,July 01 2003,69,POINT (-92.3430868 41.6491514)
1965550,Randalia,April 01 1990,88,POINT (-91.8864465 42.8635957)
1967440,Riverside,July 01 2002,951,POINT (-91.536553 41.4981029)
1965505,Ralston,April 01 1990,119,POINT (-94.6293007 42.0417738)
1947595,Lynnville,July 01 2005,383,POINT (-92.7868908 41.5728356)
1932115,Grandview,July 01 1999,534,POINT (-91.1882749 41.2772257)
1927210,Fenton,July 01 1995,340,POINT (-94.4279672 43.2181569)
1934455,Hardy,July 01 2003,93,POINT (-94.0511447 42.8101495)
1965505,Ralston,July 01 2009,78,POINT (-94.6293007 42.0417738)
1983370,Welton,July 01 2006,160,POINT (-90.5960951 41.9076799)
1961770,Parnell,July 01 2006,216,POINT (-92.0045582 41.583661)
1985845,Williamsburg,July 01 2007,2772,POINT (-92.0098017 41.6679743)
1987690,Zwingle,July 01 2003,99,POINT (-90.6874539 42.2971718)
1953670,Montour,July 01 2005,285,POINT (-92.7149939 41.9802608)
1902080,Andover,July 01 1999,100,POINT (-90.2529846 41.9799233)
1900595,Afton,July 01 2007,888,POINT (-94.1953729 41.0276183)
1903520,Atlantic,July 01 1994,7539,POINT (-95.0138852 41.3956577)
1982740,Waukon,July 01 2006,3928,POINT (-91.4781367 43.2683975)
1922215,Dow City,July 01 2005,463,POINT (-95.4943457 41.9279982)
1901855,Ames,July 01 1998,48231,POINT (-93.627573 42.0261266)
1932745,Greene,July 01 1991,1146,POINT (-92.8043393 42.8969089)
1913530,Clarence,July 01 2012,960,POINT (-91.057044 41.8858879)
1932475,Granville,July 01 1996,260,POINT (-95.8748315 42.9852282)
1946245,Lohrville,July 01 2006,359,POINT (-94.5515983 42.2671725)
1983775,West Chester,April 01 1990,178,POINT (-91.8169476 41.3400387)
1954705,Mount Pleasant,April 01 1990,7959,POINT (-91.5452743 40.9621765)
1914520,Clive,July 01 2014,17179,POINT (-93.7972549 41.6144592)
1963975,Pocahontas,April 01 2000,1970,POINT (-94.6661298 42.7371357)
1938595,Iowa City,July 01 2003,64602,POINT (-91.5304657 41.6557794)
1953850,Moorhead,July 01 2018,205,POINT (-95.850715 41.9243406)
1933195,Grundy Center,July 01 2007,2507,POINT (-92.7743996 42.3637582)
1937290,Hospers,July 01 1993,682,POINT (-95.903694 43.0725353)
1941295,Kimballton,April 01 2010,322,POINT (-95.0748694 41.6271029)
1950610,Maynard,July 01 2003,485,POINT (-91.8774931 42.7739217)
1913080,Cherokee,April 01 2010,5253,POINT (-95.5525761 42.7508555)
1943005,Lamont,July 01 1991,482,POINT (-91.6404271 42.5985649)
1908290,Breda,July 01 2003,458,POINT (-94.9750461 42.183967)
1950880,Melbourne,July 01 2011,840,POINT (-93.1026156 41.9415478)
1982740,Waukon,July 01 1996,4507,POINT (-91.4781367 43.2683975)
1957720,Norway,July 01 2005,609,POINT (-91.9226667 41.9022211)
1963210,Plainfield,July 01 2017,419,POINT (-92.5358996 42.8445249)
1946290,Lone Rock,July 01 2013,144,POINT (-94.3254999 43.2208068)
1948585,Mallard,July 01 2012,270,POINT (-94.6831596 42.9393896)
1943275,Lansing,July 01 2001,984,POINT (-91.2258567 43.3606897)
1930810,Gillett Grove,July 01 2018,48,POINT (-95.0366368 43.0167093)
1974775,St. Lucas,April 01 1990,174,POINT (-91.4457379 42.0529659)
1940665,Kent,April 01 1990,65,POINT (-93.2106319 43.3534357)
1975720,Stout,July 01 2016,213,POINT (-92.7115452 42.5268983)
1962985,Pioneer,April 01 2010,23,POINT (-94.3908921 42.6535255)
1904375,Balltown,July 01 2012,67,POINT (-90.8697801 42.6372832)
1984180,Westgate,July 01 2008,215,POINT (-91.9955964 42.7682394)
1940665,Kensett,July 01 1991,342,POINT (-93.2106319 43.3534357)
1940935,Keosauqua,July 01 2014,949,POINT (-91.9605345 40.7346892)
1973290,Sioux Center,July 01 2007,6491,POINT (-96.1707089 43.0746484)
1983280,Wellman,July 01 1993,1178,POINT (-91.8353706 41.469264)
1916500,Corning,April 01 1990,1806,POINT (-94.7395154 40.9929182)
1933645,Halbur,July 01 1995,237,POINT (-94.972048 42.0051243)
1980985,Villisca,July 01 2018,1148,POINT (-94.9819234 40.9298265)
1965370,Radcliffe,July 01 2008,562,POINT (-93.4343108 42.3177101)
1963615,Pleasant Plain,July 01 1999,137,POINT (-91.8596295 41.1472162)
1929685,Garber,April 01 1990,118,POINT (-91.2618173 42.744429)
1943905,Lawton,July 01 1998,630,POINT (-96.1851089 42.4769168)
1922215,Dow City,July 01 2007,457,POINT (-95.4943457 41.9279982)
1934005,Hancock,July 01 1999,206,POINT (-95.3636607 41.3921947)
1935445,Hayesville,July 01 2005,63,POINT (-92.2476997 41.2647098)
1954030,Morley,July 01 1996,83,POINT (-91.245872 42.006028)
1942285,Lacona,July 01 2005,355,POINT (-93.3849697 41.1899087)
1940665,Kensett,July 01 2003,274,POINT (-93.2106319 43.3534357)
1969375,Rutland,July 01 2009,122,POINT (-94.2951894 42.7614337)
1949260,Marathon,July 01 2007,289,POINT (-94.9828656 42.8601931)
1911170,Carson,July 01 2005,689,POINT (-95.418543 41.2359227)
1947955,Macedonia,July 01 2015,242,POINT (-95.426772 41.1919281)
1903115,Arthur,July 01 2018,194,POINT (-95.3469405 42.3353614)
1985710,Willey,April 01 1990,78,POINT (-94.8223651 41.9787458)
1908695,Brooklyn,July 01 2013,1444,POINT (-92.4452965 41.731528)
1906040,Berkley,July 01 2008,27,POINT (-94.113648 41.9464164)
1916140,Coppock,July 01 2013,47,POINT (-91.7150539 41.163535)
1950610,Maynard,July 01 1999,509,POINT (-91.8774931 42.7739217)
1951060,Melvin,July 01 2004,242,POINT (-95.608646 43.2864738)
1965910,Readlyn,July 01 1993,780,POINT (-92.225022 42.7037692)
1956280,New Liberty,July 01 2014,144,POINT (-90.8779898 41.7159641)
1944490,Lenox,April 01 2000,1401,POINT (-94.5583357 40.8830419)
1954030,Morley,July 01 2002,92,POINT (-91.245872 42.006028)
1955065,Murray,July 01 1998,705,POINT (-93.9488848 41.0413552)
1948180,Macksburg,July 01 2003,142,POINT (-94.1850673 41.2146954)
1916140,Coppock,July 01 2014,47,POINT (-91.7150539 41.163535)
1986880,Woodburn,July 01 1994,238,POINT (-93.5962852 41.0108726)
1978600,Toronto,July 01 2014,122,POINT (-90.8627574 41.9028894)
1932565,Gray,July 01 1997,76,POINT (-94.985948 41.8418311)
1987420,Yorktown,July 01 2012,87,POINT (-95.1543964 40.7353688)
1911080,Carroll,July 01 2005,9971,POINT (-94.8646894 42.0697353)
1983280,Wellman,July 01 2018,1399,POINT (-91.8353706 41.469264)
1969195,Rudd,July 01 2015,355,POINT (-92.9045921 43.1275228)
1901540,Alta Vista,July 01 2003,272,POINT (-92.4170267 43.1967709)
1917850,Cumming,July 01 2016,408,POINT (-93.759951 41.4875287)
1911485,Castalia,July 01 2014,168,POINT (-91.6769622 43.1128048)
1904195,Badger,July 01 2001,600,POINT (-94.1445463 42.6141459)
1972345,Sheldahl,July 01 2002,335,POINT (-93.6967164 41.8642901)
1964290,Postville,July 01 2001,2234,POINT (-91.5682128 43.0839487)
1910765,Carlisle,July 01 2002,3544,POINT (-93.4877345 41.511846)
1974910,Stanhope,July 01 2007,448,POINT (-93.7960023 42.2889306)
1945390,Linden,July 01 2003,240,POINT (-94.2699847 41.6427085)
1974775,St. Donatus,July 01 2006,156,POINT (-91.4457379 42.0529659)
1922845,Dunkerton,July 01 1991,738,POINT (-92.161378 42.5673881)
1958575,Odebolt,July 01 2014,979,POINT (-95.2542336 42.3117964)
1904825,Batavia,July 01 1992,550,POINT (-92.1673927 40.9951023)
1924600,Eldridge,July 01 1993,3576,POINT (-90.5805427 41.6393994)
1917130,Crawfordsville,July 01 1991,303,POINT (-91.5366275 41.2139194)
1941790,Knierim,July 01 1995,66,POINT (-94.4559372 42.4561397)
1939225,Jamaica,July 01 1991,236,POINT (-94.3069709 41.8452279)
1982470,Waterville,July 01 1993,171,POINT (-91.2960274 43.2083217)
1932565,Gray,July 01 1992,80,POINT (-94.985948 41.8418311)
1938010,Ida Grove,April 01 2000,2350,POINT (-95.4731796 42.343883)
1911485,Castalia,July 01 1993,179,POINT (-91.6769622 43.1128048)
1983370,Welton,July 01 1999,181,POINT (-90.5960951 41.9076799)
1914520,Clive,April 01 1990,7446,POINT (-93.7972549 41.6144592)
1932970,Greenville,July 01 2016,70,POINT (-95.1461167 43.0169781)
1974685,Spring Hill,July 01 2003,93,POINT (-93.6498879 41.4121875)
1947505,Luzerne,July 01 2006,100,POINT (-92.1802573 41.9057019)
1972300,Shelby,July 01 1995,623,POINT (-95.4505587 41.5066731)
1951150,Meriden,July 01 2003,179,POINT (-95.6340769 42.7945167)
1969510,Sabula,July 01 2017,557,POINT (-90.1757883 42.0666587)
1925815,Essex,July 01 2014,769,POINT (-95.3038067 40.832679)
1961230,Palo,July 01 2019,1066,POINT (-91.8000825 42.0645741)
1941610,Kiron,July 01 2013,280,POINT (-95.3272682 42.1941298)
1903475,Atkins,July 01 1999,903,POINT (-91.8585601 41.9942458)
1926760,Farley,July 01 2006,1402,POINT (-91.0091147 42.4437548)
1905635,Bellevue,July 01 2013,2162,POINT (-90.4318375 42.2625585)
1979815,University Park,July 01 2019,469,POINT (-92.6149705 41.2855651)
1960105,Otho,July 01 2003,560,POINT (-94.1493376 42.4222294)
1965370,Radcliffe,July 01 1998,552,POINT (-93.4343108 42.3177101)
1986250,Windsor Heights,July 01 2015,5052,POINT (-93.7128163 41.6041919)
1981705,Walcott,July 01 1995,1425,POINT (-90.771914 41.5865454)
1963570,Pleasanton,July 01 1993,58,POINT (-93.7430081 40.5824833)
1980130,Vail,July 01 1991,428,POINT (-95.2003198 42.0598224)
1914520,Clive,July 01 2006,14113,POINT (-93.7972549 41.6144592)
1944265,Lehigh,July 01 1991,517,POINT (-94.0534845 42.3574683)
1921810,Donnellson,July 01 1997,965,POINT (-91.5615902 40.6441384)
1975810,Stratford,July 01 2017,717,POINT (-93.9272412 42.2691235)
1908875,Brunsville,July 01 1995,149,POINT (-96.2667032 42.8109608)
1942555,Lake Mills,July 01 2014,2046,POINT (-93.5320645 43.4169493)
1934995,Hastings,July 01 1992,194,POINT (-95.4948278 41.0250884)
1970230,Salem,July 01 2016,385,POINT (-91.6206406 40.8519773)
1932565,Gray,July 01 2006,76,POINT (-94.985948 41.8418311)
1921405,Dike,July 01 2013,1230,POINT (-92.6255847 42.4641335)
1973875,Solon,July 01 2008,1638,POINT (-91.4975934 41.8063316)
1974775,St. Olaf,July 01 1993,123,POINT (-91.4457379 42.0529659)
1984630,Westside,July 01 1997,386,POINT (-95.1013476 42.075749)
1968340,Rodman,July 01 2011,43,POINT (-94.5271834 43.0265898)
1932475,Granville,July 01 2007,321,POINT (-95.8748315 42.9852282)
1922935,Durango,April 01 1990,34,POINT (-90.7743258 42.5610615)
